識別番号,分野,頻出度,言葉,読み,文章,漢字1,読み1,漢字2,読み2
1380,c表外読み,A,陸,ろく,陸でもない仕事にうんざりする。,陸,ろく,X,X
1381,c表外読み,A,適,たまたま,適入った喫茶店で旧友に会った。,適,たまたま,X,X
1382,c表外読み,A,粗,ほぼ,仕事は粗予定通りに進んだ。,粗,ほぼ,X,X
1383,c表外読み,A,熟す,こなす,流行の服を上手く着熟す。,熟,こな,X,す
1384,c表外読み,A,応に,まさに,応に故郷の事を知るべし。,応,まさ,X,に
1385,c表外読み,A,盟う,ちかう,互いに協力し合うことを盟う。,盟,ちか,X,う
1386,c表外読み,A,準える,なぞらえる,会社組織を人体に準える。,準,なぞら,X,える
1387,c表外読み,A,邪,よこしま,邪なたくらみが暴かれる。,邪,よこしま,X,X
1388,c表外読み,A,設える,しつらえる,客間を和風に設える。,設,しつら,X,える
1389,c表外読み,A,質す,ただす,事の真偽を厳しく質す。,質,ただ,X,す
1390,c表外読み,A,潜る,くぐる,捜査の網の目を潜り抜ける。,潜,くぐ,X,る
1391,c表外読み,A,周く,あまねく,周く世間に知れ渡っている。,周,あまね,X,く
1392,c表外読み,A,裏,うち,苦しい胸の裏を聞いてもらう。,裏,うち,X,X
1393,c表外読み,A,末,うら,日照りが続き草木が末枯れた。,末,うら,X,X
1394,c表外読み,A,漫ろ,そぞろ,銀座を漫ろ歩く。,漫,そぞ,X,ろ
1395,c表外読み,A,縦,ほしいまま,名声を縦にした英雄だ。,縦,ほしいまま,X,X
1396,c表外読み,A,点てる,たてる,茶を点てて客人をもてなす。,点,た,X,てる
1397,c表外読み,A,糾う,あざなう,草で縄を糾う。,糾,あざな,X,う
1398,c表外読み,A,席,むしろ,席を巻く勢いで人気を占める。,席,むしろ,X,X
1399,c表外読み,A,力める,つとめる,猛勉強して成績向上に力める。,力,つと,X,める
1400,c表外読み,A,諾う,うべなう,先方の提案を諾う。,諾,うべな,X,う
1401,c表外読み,A,罷る,まかる,罷り間違えば大事故だ。,罷,まか,X,る
1402,c表外読み,A,辱い,かたじけない,辱いお言葉感謝いたします。,辱,かたじけな,X,い
1403,c表外読み,A,凝り,しこり,長年の凝りを捨てて和解する。,凝,しこ,X,り
1404,c表外読み,A,報せる,しらせる,水質の調査結果を報せる。,報,しら,X,せる
1405,c表外読み,A,潤びる,ほとびる,冷たい水で喉を潤びらせる。,潤,ほと,X,びる
1406,c表外読み,A,嚇す,おどす,相手をにらみ据えて嚇した。,嚇,おど,X,す
1407,c表外読み,A,翼ける,たすける,将軍を翼ける役職につく。,翼,たす,X,ける
1408,c表外読み,A,芳しい,かぐわしい,バラの花が芳しい香りを放つ。,芳,かぐわ,X,しい
1409,c表外読み,A,階,きざはし,古寺の階を上る。,階,きざはし,X,X
1410,c表外読み,A,刺,とげ,刺のある言葉に傷ついた。,刺,とげ,X,X
1411,c表外読み,A,勤しむ,いそしむ,宣教師として布教に勤しむ。,勤,いそ,X,しむ
1412,c表外読み,A,直,ひた,彼の直向きさが信頼を生んでいる。,直,ひた,X,X
1413,c表外読み,A,弁える,わきまえる,前後の弁えもなく発言してしまう。,弁,わきま,X,える
1414,c表外読み,A,斉しい,ひとしい,皆が斉しく立ち上がった。,斉,ひと,X,しい
1415,c表外読み,A,謙る,へりくだる,謙って敬意を示す。,謙,へりくだ,X,る
1416,c表外読み,A,過る,よぎる,目の前を黒い影が過った。,過,よぎ,X,る
1417,c表外読み,A,斥う,うかがう,窓から様子を斥う。,斥,うかが,X,う
1418,c表外読み,A,碑,いしぶみ,功績を称えた作家の碑がある。,碑,いしぶみ,X,X
1419,c表外読み,A,寧ろ,むしろ,予想は外れたが寧ろ好い結果だ。,寧,むし,X,ろ
1420,c表外読み,A,事える,つかえる,恩師に事える。,事,つか,X,える
1421,c表外読み,A,痴がましい,おこがましい,説教するなど痴がましい。,痴,おこ,X,がましい
1422,c表外読み,A,残なう,そこなう,翠は羽を以て自ら残なう。,残,そこ,X,なう
1423,c表外読み,A,比ぶ,ならぶ,観光収入はドイツに比ぶ。,比,なら,X,ぶ
1424,c表外読み,A,埋ける,いける,保存のため大根を埋ける。,埋,い,X,ける
1425,c表外読み,A,放る,ひる,カメムシが悪臭を放る。,放,ひ,X,る
1426,c表外読み,A,参差,しんし,ビルが参差として並び立つ。,参差,しんし,X,X
1427,c表外読み,A,孔,あな,炭には小さな孔が空いている。,孔,あな,X,X
1428,c表外読み,A,序で,ついで,序での節はお立ち寄りください。,序,つい,X,で
1429,c表外読み,A,打打,ちょうちょう,打打と釘を打つ。,打打,ちょうちょう,X,X
1430,c表外読み,A,象る,かたどる,このケーキはハートを象っている。,象,かたど,X,る
1431,c表外読み,A,匿う,かくまう,しばらくの間、友人を匿う。,匿,かくま,X,う
1432,c表外読み,A,需める,もとめる,客の需めに応じて和服を仕立てる。,需,もと,X,める
1433,c表外読み,A,塊,つちくれ,爆発で塊が周囲に飛び散った。,塊,つちくれ,X,X
1434,c表外読み,A,喚く,わめく,不満を持つ民衆が口々に喚いた。,喚,わめ,X,く
1435,c表外読み,A,伸す,のす,ライバル企業が急速に勢いを伸す。,伸,の,X,す
1436,c表外読み,A,掃う,はらう,失敗し財産も地を掃うに至った。,掃,はら,X,う
1437,c表外読み,A,遍く,あまねく,遍く全国に医療を提供する。,遍,あまね,X,く
1438,c表外読み,A,害なう,そこなう,働き詰めで健康を害なう。,害,そこ,X,なう
1439,c表外読み,A,少く,わかく,少くしてすでに巨匠の風格を備える。,少,わか,X,く
1440,c表外読み,A,漫り,みだり,私生活を漫りに話すべきではない。,漫,みだ,X,り
1441,c表外読み,A,籍,ふみ,神学に関する籍の初版本を読む。,籍,ふみ,X,X
1442,c表外読み,A,白す,もうす,神前でこれまでの己の所業を白す。,白,もう,X,す
1443,c表外読み,A,拓く,ひらく,歌手としての新境地を拓いた。,拓,ひら,X,く
1444,c表外読み,A,束ねる,つかねる,為す術もなく手を束ねている。,束,つか,X,ねる
1445,c表外読み,A,字,あざな,武士には本名のほかに字がある。,字,あざな,X,X
1446,c表外読み,A,首め,はじめ,学芸会で首めのセリフをとちった。,首,はじ,X,め
1447,c表外読み,A,諦らか,つまびらか,会議の内容を諦らかにする。,諦,つまび,X,らか
1448,c表外読み,A,条,すじ,条の通らない主張を繰り返す。,条,すじ,X,X
1449,c表外読み,A,棺,ひつぎ,愛用の品とともに棺に納める。,棺,ひつぎ,X,X
1450,c表外読み,A,極める,きめる,洞ヶ峠を極め込む。,極,き,X,める
1451,c表外読み,A,端,はな,端から相手にされなかった。,端,はな,X,X
1452,c表外読み,A,頻り,しきり,隣家の犬が頻りに吠えている。,頻,しき,X,り
1453,c表外読み,A,謄し,うつし,住民票の謄しを提出する。,謄,うつ,X,し
1454,c表外読み,A,抗う,あらがう,時代の趨勢に抗うことはできない。,抗,あらが,X,う
1455,c表外読み,A,炊ぐ,かしぐ,米を炊ぐ間に夕食のおかずを作る。,炊,かし,X,ぐ
1456,c表外読み,A,脅える,おびえる,神出鬼没の敵の影に脅える。,脅,おび,X,える
1457,c表外読み,A,聴す,ゆるす,医師から短時間の外出が聴された。,聴,ゆる,X,す
1458,c表外読み,A,准える,なぞらえる,名勝に准えて造った庭園だ。,准,なぞら,X,える
1459,c表外読み,A,爆ぜる,はぜる,火が爆ぜる暖炉の周りでくつろぐ。,爆,は,X,ぜる
1460,c表外読み,A,宣う,のたまう,牧師が静かに宣う声が聞こえる。,宣,のたま,X,う
1461,c表外読み,A,購う,あがなう,努力で成功を購う。,購,あがな,X,う
1462,c表外読み,A,鬱ぐ,ふさぐ,事がうまく運ばずに鬱ぎ込む。,鬱,ふさ,X,ぐ
1463,c表外読み,A,発く,あばく,古墳を発いて古代を研究する。,発,あば,X,く
1464,c表外読み,A,確,しか,情報不足で確とは断定できない。,確,しか,X,X
1465,c表外読み,A,撮む,つまむ,強烈な刺激臭に思わず鼻を撮んだ。,撮,つま,X,む
1466,c表外読み,A,苛む,さいなむ,手出しができず無力感に苛まれる。,苛,さいな,X,む
1467,c表外読み,A,郭,くるわ,郭によって城への敵の侵入を防ぐ。,郭,くるわ,X,X
1468,c表外読み,A,謁える,まみえる,手柄を立て王に謁える。,謁,まみ,X,える
1469,c表外読み,A,親ら,みずから,天子親から朝敵を征伐する。,親,みずか,X,ら
1470,c表外読み,A,肯ずる,がえんずる,恩師の忠告も頑として肯じない。,肯,がえん,X,ずる
1471,c表外読み,A,額ずく,ぬかずく,額ずいて詫び、誠意を示す。,額,ぬか,X,ずく
1472,c表外読み,A,創,きず,足に創を負う。,創,きず,X,X
1473,c表外読み,A,将,はた,右に行くか将左に行くか。,将,はた,X,X
1474,c表外読み,A,廉,かど,違反の廉で取り調べを受けた。,廉,かど,X,X
1475,c表外読み,A,露,あらわ,不正が露になる。,露,あらわ,X,X
1476,c表外読み,A,号ぶ,さけぶ,悲しい知らせに泣き号んだ。,号,さけ,X,ぶ
1477,c表外読み,A,奇しくも,くしくも,奇しくも同年齢だった。,奇,く,X,しくも
1478,c表外読み,A,効う,ならう,先輩に効うが、うまくいかない。,効,なら,X,う
1479,c表外読み,A,方に,まさに,方に父が訪ねた日だった。,方,まさ,X,に
1480,c表外読み,A,訂す,ただす,版を改め大幅に訂す。,訂,ただ,X,す
1481,c表外読み,A,布袋,ほてい,布袋は七福神のひとりだ。,布袋,ほてい,X,X
1482,c表外読み,A,荒む,すさむ,失恋してから心が荒んだ。,荒,すさ,X,む
1483,c表外読み,A,衝く,つく,風雨を衝いて決行する。,衝,つ,X,く
1484,c表外読み,A,標,しめ,国境に標が立てられる。,標,しめ,X,X
1485,c表外読み,A,科,とが,飲酒運転の科で逮捕される。,科,とが,X,X
1486,c表外読み,B,普く,あまねく,普く世界に知られることとなる。,普,あまね,X,く
1487,c表外読み,B,抑,そもそも,抑、君が対処できる問題ではない。,抑,そもそも,X,X
1488,c表外読み,B,妻わせる,めあわせる,姫は隣国の王に妻わされた。,妻,めあ,X,わせる
1489,c表外読み,B,零れる,こぼれる,思わず笑みが零れた。,零,こぼ,X,れる
1490,c表外読み,B,負む,たのむ,最後の負みは君だけだ。,負,たの,X,む
1491,c表外読み,B,族,やから,身勝手な族が横行している。,族,やから,X,X
1492,c表外読み,B,私か,ひそか,海外進出を心私かに決意する。,私,ひそ,X,か
1493,c表外読み,B,衣,きぬ,歯に衣着せぬ言い方をする。,衣,きぬ,X,X
1494,c表外読み,B,帳,とばり,辺りが夜の帳に包まれる。,帳,とばり,X,X
1495,c表外読み,B,好,よしみ,昔の好で大目に見よう。,好,よしみ,X,X
1496,c表外読み,B,実,まめ,実に働いて蓄財する。,実,まめ,X,X
1497,c表外読み,B,和ぐ,なぐ,和いで静かな海を眺望する。,和,な,X,ぐ
1498,c表外読み,B,丹,に,丹塗りのお椀を買った。,丹,に,X,X
1499,c表外読み,B,掌る,つかさどる,神殿に農耕を掌る女神を祭る。,掌,つかさど,X,る
1500,c表外読み,B,堪える,こたえる,何度食べても堪えられない味だ。,堪,こた,X,える
1501,c表外読み,B,一入,ひとしお,苦労したから喜びも一入だ。,一入,ひとしお,X,X
1502,c表外読み,B,署す,しるす,有名画家の名が署された版画。,署,しる,X,す
1503,c表外読み,B,便う,へつらう,上役に便い成り上がる。,便,へつら,X,う
1504,c表外読み,B,伝,つて,伝を頼って職に就く。,伝,つて,X,X
1505,c表外読み,B,秋,とき,望外の豊作でまさに収穫の秋だ。,秋,とき,X,X
1506,c表外読み,B,交,こもごも,交に別れの挨拶をした。,交,こもごも,X,X
1507,c表外読み,B,斜,はす,家の斜向かいに大きな桜がある。,斜,はす,X,X
1508,c表外読み,B,凍てつく,いてつく,凍てつくような夜空の下を歩く。,凍,い,X,てつく
1509,c表外読み,B,剰え,あまつさえ,吹雪は止まらず剰え停電になった。,剰,あまつさ,X,え
1510,c表外読み,B,徒,いたずら,目的もなく徒に時を費やす。,徒,いたずら,X,X
1511,c表外読み,B,熱る,ほてる,恥ずかしさに思わず顔が熱った。,熱,ほて,X,る
1512,c表外読み,B,賢しら,さかしら,賢しらに振る舞う。,賢,さか,X,しら
1513,c表外読み,B,泥む,なずむ,旧習に泥んだ計画だ。,泥,なず,X,む
1514,c表外読み,B,則る,のっとる,歓迎会は慣習に則って行われる。,則,のっと,X,る
1515,c表外読み,B,擁る,まもる,親鳥が巣箱でヒナを擁る。,擁,まも,X,る
1516,c表外読み,B,荘か,おごそか,荘かな琴の音色に耳を傾ける。,荘,おごそ,X,か
1517,c表外読み,B,塗れる,まみれる,通りの地蔵はほこりに塗れていた。,塗,まみ,X,れる
1518,c表外読み,B,漁る,あさる,めぼしい物はないか漁る。,漁,あさ,X,る
1519,c表外読み,B,動,やや,動もすると意見が偏ってしまう。,動,やや,X,X
1520,c表外読み,B,殺ぐ,そぐ,時ならぬ雑音で気分が殺がれた。,殺,そ,X,ぐ
1521,c表外読み,B,戯れる,ざれる,戯れ事と思って聞いてください。,戯,ざ,X,れる
1522,c表外読み,B,均す,ならす,荒れ地を均して公園にする。,均,なら,X,す
1523,c表外読み,B,果す,おおす,包囲網を敷けば逃げ果せまい。,果,おお,X,す
1524,c表外読み,B,尽く,ことごとく,作戦が尽く失敗する。,尽,ことごと,X,く
1525,c表外読み,B,焦れる,じれる,高速道路の渋滞に焦れる。,焦,じ,X,れる
1526,c表外読み,B,逸れる,それる,話が逸れて要点がつかめない。,逸,そ,X,れる
1527,c表外読み,B,滑る,ぬめる,なめこはその滑りが特徴だ。,滑,ぬめ,X,る
1528,c表外読み,B,委しい,くわしい,法律に委しい専門家を呼ぶ。,委,くわ,X,しい
1529,c表外読み,B,散,ばら,半端物を散売りする。,散,ばら,X,X
1530,c表外読み,B,偶,たまたま,偶買った宝くじが当たった。,偶,たまたま,X,X
1531,c表外読み,B,完う,まっとう,初心を完うするのは容易ではない。,完,まっと,X,う
1532,c表外読み,B,英,はなぶさ,英の先に蝶がとまる。,英,はなぶさ,X,X
1533,c表外読み,B,轄まる,とりしまる,署員を派遣して轄まりを強化する。,轄,とりし,X,まる
1534,c表外読み,B,雅,みやび,バレリーナが雅に舞った。,雅,みやび,X,X
1535,c表外読み,B,幼い,いとけない,幼い笑顔に心が和む。,幼,いとけな,X,い
1536,c表外読み,B,傾げる,かしげる,不可解な行動に首を傾げる。,傾,かし,X,げる
1537,c表外読み,B,寛ぐ,くつろぐ,ゆったり寛げる特等室だ。,寛,くつろ,X,ぐ
1538,c表外読み,B,拙い,まずい,新人選手の練習ぶりは実に拙い。,拙,まず,X,い
1539,c表外読み,B,挙う,こぞう,全員が挙って反対する。,挙,こぞ,X,う
1540,c表外読み,B,詳らか,つまびらか,自宅の間取りを詳らかに製図する。,詳,つまび,X,らか
1541,c表外読み,B,攻く,みがく,武力を攻いて戦闘に備える。,攻,みが,X,く
1542,c表外読み,B,薦被り,こもかぶり,薦被りが祝いを盛り上げる。,薦被,こもかぶ,X,り
1543,c表外読み,B,略,ほぼ,新校舎が略完成した。,略,ほぼ,X,X
1544,c表外読み,B,措く,おく,その話は措いておこう。,措,お,X,く
1545,c表外読み,B,徒す,あだす,徒し世を憂える。,徒,あだ,X,す
1546,c表外読み,B,誘う,いざなう,友人を演奏会へ誘った。,誘,いざな,X,う
1547,c表外読み,B,賢しい,さかしい,子どものくせに小賢しい。,賢,さか,X,しい
1548,c表外読み,B,零す,こぼす,あまりの忙しさに不満を零す。,零,こぼ,X,す
1549,c表外読み,B,認める,したためる,故郷の母に手紙を認める。,認,したた,X,める
1550,c表外読み,B,雅やか,みやびやか,芸者が雅やかな踊りを披露した。,雅,みやび,X,やか
1551,c表外読み,B,鑑みる,かんがみる,過去の歴史を鑑みて判断を下す。,鑑,かんが,X,みる
1552,c表外読み,B,能う,あたう,能う限り迅速に対応します。,能,あた,X,う
1553,c表外読み,B,斎く,いつく,死後は神として斎き奉る。,斎,いつ,X,く
1554,c表外読み,B,削ぐ,そぐ,実情を知り興味を削がれた。,削,そ,X,ぐ
1555,c表外読み,B,妊る,みごもる,三人目の子どもを妊る。,妊,みごも,X,る
1556,c表外読み,B,斑,ふ,斑入りの観葉植物に水を遣る。,斑,ふ,X,X
1557,c表外読み,B,虚ろ,うつろ,高熱を発し虚ろな目で伏せている。,虚,うつ,X,ろ
1558,c表外読み,B,審らか,つまびらか,審らかな自供を求める。,審,つまび,X,らか
1559,c表外読み,B,固より,もとより,失敗は固より覚悟の上だ。,固,もと,X,より
1560,c表外読み,B,憲,のり,師匠の教えを生き方の憲とする。,憲,のり,X,X
1561,c表外読み,B,脂,やに,脂下がったところが気に食わない。,脂,やに,X,X
1562,c表外読み,B,亜ぐ,つぐ,徹夜に亜ぐ徹夜で疲労が溜る。,亜,つ,X,ぐ
